"","conceptId","term"
"478",54587008,"Simple phobia (disorder)"
"479",54761006,"Severe depressed bipolar I disorder with psychotic features, mood-congruent (disorder)"
"480",55009008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions (disorder)"
"481",55341008,"Histrionic personality disorder (disorder)"
"482",55516002,"Bipolar I disorder, most recent episode manic with postpartum onset (disorder)"
"483",55668003,"Adjustment disorder with mixed emotional features (disorder)"
"484",55728007,"Sexual aversion disorder (disorder)"
"485",55736003,"Schizophreniform disorder without good prognostic features (disorder)"
"486",55967005,"Anxiety disorder caused by phencyclidine (disorder)"
"487",56034001,"Compulsive exhibitionism (disorder)"
"488",56095002,"Necrosadism (disorder)"
"489",56194001,"Sleep disorder caused by caffeine (disorder)"
"490",56267009,"Multi-infarct dementia (disorder)"
"491",56294008,"Nicotine dependence (disorder)"
"492",56573006,"Transient tic disorder (disorder)"
"493",56576003,"Panic disorder without agoraphobia (disorder)"
"494",56627002,"Psychosexual disorder (disorder)"
"495",56641006,"Axis II diagnosis (disorder)"
"496",56882008,"Anorexia nervosa (disorder)"
"497",57005003,"Poisoning caused by caffeine (disorder)"
"498",57194009,"Adjustment disorder with depressed mood (disorder)"
"499",57588009,"Sedative, hypnotic AND/OR anxiolytic-induced sleep disorder (disorder)"
"500",57628003,"Poisoning caused by chloral hydrate (disorder)"
"501",57715001,"Gender identity disorder of adolescence (disorder)"
"502",57917004,"Seckel syndrome (disorder)"
"503",58214004,"Schizophrenia (disorder)"
"504",58329000,"Organic mood disorder of manic type (disorder)"
"505",58349009,"Exhibitionism (disorder)"
"506",58535001,"Physical AND emotional exhaustion state (disorder)"
"507",58647003,"Severe mood disorder with psychotic features, mood-congruent (disorder)"
"508",58703003,"Postpartum depression (disorder)"
"509",58727001,"Phencyclidine dependence (disorder)"
"510",58756001,"Huntington's chorea (disorder)"
"511",58855008,"Symptomatic exhibitionism (disorder)"
"512",58963008,"Acrophobia (disorder)"
"513",59174009,"Fetishism (disorder)"
"514",59216005,"Adult gender identity disorder, sexually attracted to males (disorder)"
"515",59252009,"de Barsey syndrome (disorder)"
"516",59394009,"Sexual sadism (disorder)"
"517",59617007,"Severe depressed bipolar I disorder with psychotic features (disorder)"
"518",59645001,"Bulimia nervosa, nonpurging type (disorder)"
"519",59651006,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia (disorder)"
"520",59824005,"Steroid abuse (disorder)"
"521",59923000,"Panic disorder with agoraphobia AND panic attacks in full remission (disorder)"
"522",60099002,"Severe major depression with psychotic features, mood-incongruent (disorder)"
"523",60103007,"Inhibited female orgasm (disorder)"
"524",60123008,"Delusional disorder, mixed type (disorder)"
"525",60199004,"Poisoning caused by methadone (disorder)"
"526",60368009,"Somatization disorder (disorder)"
"527",61104008,"Inhalant-induced organic mental disorder (disorder)"
"528",61144001,"Alcohol-induced psychotic disorder with delusions (disorder)"
"529",61152003,"Moderate intellectual disability (disorder)"
"530",61157009,"Combat fatigue (disorder)"
"531",61180001,"Adult gender identity disorder, sexually attracted to neither sex (disorder)"
"532",61212007,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks (disorder)"
"533",61262002,"Transsexualism, previously asexual (disorder)"
"534",61403008,"Severe depressed bipolar I disorder without psychotic features (disorder)"
"535",61406000,"Poisoning caused by diazepam (disorder)"
"536",61569007,"Agoraphobia without history of panic disorder (disorder)"
"537",61628006,"Drug withdrawal syndrome in newborn (disorder)"
"538",61701006,"Lymphocytic hypopituitarism (disorder)"
"539",61803000,"Poisoning caused by central nervous system stimulant (disorder)"
"540",61831009,"Induced psychotic disorder (disorder)"
"541",61901004,"Conduct disorder, undifferentiated type (disorder)"
"542",62102009,"AIDS with presenile dementia (disorder)"
"543",62239001,"Parkinson-dementia complex of Guam (disorder)"
"544",62351001,"Generalized social phobia (disorder)"
"545",62491004,"Frotteurism (disorder)"
"546",62647006,"Painful spasm of anus (disorder)"
"547",62792007,"Urophilia (disorder)"
"548",63181006,"Paranoid schizophrenia in remission (disorder)"
"549",63204009,"Bouffée délirante (disorder)"
"550",63249007,"Manic bipolar I disorder in partial remission (disorder)"
"551",63393005,"Anorexia nervosa, binge-eating purging type (disorder)"
"552",63395003,"Folie à trois (disorder)"
"553",63412003,"Major depression in full remission (disorder)"
"554",63495002,"Fetishistic transvestism (disorder)"
"555",63649001,"Cannabis delusional disorder (disorder)"
"556",63701002,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks (disorder)"
"557",63778009,"Major depressive disorder, single episode with melancholic features (disorder)"
"558",63835008,"Voyeurism (disorder)"
"559",63909006,"Panic disorder with agoraphobia AND panic attacks in partial remission (disorder)"
"560",63983005,"Inhalant-induced psychotic disorder with hallucinations (disorder)"
"561",63990000,"Psychogenic urticaria (disorder)"
"562",64060000,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission (disorder)"
"563",64161004,"Psychogenic voice disorder (disorder)"
"564",64165008,"Avoidant disorder of childhood (disorder)"
"565",64334007,"Primary transvestism (disorder)"
"566",64386003,"Harmful pattern of use of sedative (disorder)"
"567",64731001,"Severe mixed bipolar I disorder with psychotic features, mood-congruent (disorder)"
"568",64905009,"Paranoid schizophrenia (disorder)"
"569",65042007,"Bipolar I disorder, most recent episode mixed with postpartum onset (disorder)"
"570",65064003,"Panic disorder without agoraphobia with moderate panic attacks (disorder)"
"571",65096006,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder)"
"572",65179007,"Koro (disorder)"
"573",65207000,"Locuru (disorder)"
"574",65384007,"Psychogenic alopecia (disorder)"
"575",65410009,"Compulsive sexual masochism (disorder)"
"576",65438001,"Psychogenic torticollis (disorder)"
"577",66108005,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated (disorder)"
"578",66214007,"Substance abuse (disorder)"
"579",66307007,"Conduct disorder, group type (disorder)"
"580",66344007,"Recurrent major depression (disorder)"
"581",66347000,"Impulse control disorder (disorder)"
"582",66381006,"Adjustment disorder with mixed disturbance of emotions AND conduct (disorder)"
"583",66551002,"Psychogenic headache (disorder)"
"584",66590003,"Alcohol dependence (disorder)"
"585",66631006,"Moderate depressed bipolar I disorder (disorder)"
"586",66936004,"Identity disorder (disorder)"
"587",67002003,"Severe bipolar II disorder, most recent episode major depressive, in partial remission (disorder)"
"588",67123006,"Adult gender identity disorder, sexually attracted to both sexes (disorder)"
"589",67155006,"Gerstmann-Straussler-Scheinker syndrome (disorder)"
"590",67195008,"Acute stress disorder (disorder)"
"591",67227000,"Pedophilia, same sex (disorder)"
"592",67367002,"Pseudoimpotence (disorder)"
"593",67463002,"Emancipation disorder of adolescent (disorder)"
"594",67711008,"Primary dysthymia late onset (disorder)"
"595",67893003,"Poisoning caused by lysergide (disorder)"
"596",68019004,"Recurrent major depression in remission (disorder)"
"597",68099003,"Poisoning caused by codeine (disorder)"
"598",68441009,"Poisoning caused by nikethamide (disorder)"
"599",68569003,"Manic bipolar I disorder (disorder)"
"600",68618008,"Rett syndrome (disorder)"
"601",68772007,"Stauder's lethal catatonia (disorder)"
"602",68890003,"Schizoaffective disorder (disorder)"
"603",68963006,"Gender identity disorder of adolescence, previously heterosexual (disorder)"
"604",68995007,"Chronic catatonic schizophrenia (disorder)"
"605",69322001,"Psychotic disorder (disorder)"
"606",69361009,"Kleptomania (disorder)"
"607",69392006,"Major depressive disorder, single episode with catatonic features (disorder)"
"608",69403006,"Dissociative neurological symptom disorder with aphonia (disorder)"
"609",69479009,"Anxiety hyperventilation (disorder)"
"610",69482004,"Korsakoff's psychosis (disorder)"
"611",70043001,"Severe mood disorder with psychotic features, mood-incongruent (disorder)"
"612",70066000,"Dissociative neurological symptom disorder with muteness (disorder)"
"613",70328006,"Cocaine intoxication delirium (disorder)"
"614",70330008,"Poisoning caused by lorazepam (disorder)"
"615",70340006,"Harmful pattern of use of volatile inhalant (disorder)"
"616",70546001,"Severe bipolar disorder with psychotic features, mood-congruent (disorder)"
"617",70655008,"Caffeine-induced anxiety disorder (disorder)"
"618",70691001,"Agoraphobia (disorder)"
"619",70747007,"Major depression single episode, in partial remission (disorder)"
"620",70764005,"Depersonalization disorder (disorder)"
"621",70814008,"Subchronic residual schizophrenia with acute exacerbations (disorder)"
"622",70922000,"Compulsive pedophilia (disorder)"
"623",70932007,"Sexual dysfunction caused by amfetamine (finding)"
"624",70936005,"Multi-infarct dementia, uncomplicated (disorder)"
"625",70967007,"Dissociative deafness (disorder)"
"626",71103003,"Chronic residual schizophrenia (disorder)"
"627",71294008,"Mild bipolar II disorder, most recent episode major depressive (disorder)"
"628",71328000,"Sexual dysfunction caused by opioid (finding)"
"629",71336009,"Recurrent major depressive disorder with postpartum onset (disorder)"
"630",71478004,"Obsessive compulsive disorder (disorder)"
"631",71787009,"Psychologic vaginismus (disorder)"
"632",71802006,"Astasia-abasia (disorder)"
"633",71959007,"Elective mutism (disorder)"
"634",71961003,"Childhood disintegrative disorder (disorder)"
"635",71984005,"Mild manic bipolar I disorder (disorder)"
"636",72366004,"Eating disorder (disorder)"
"637",72861004,"Panic disorder without agoraphobia with mild panic attacks (disorder)"
"638",73091004,"Secondary functional encopresis (finding)"
"639",73097000,"Alcohol amnestic disorder (disorder)"
"640",73149003,"Encopresis with constipation AND overflow incontinence (finding)"
"641",73462009,"Chronic vocal tic disorder (disorder)"
"642",73471000,"Bipolar I disorder, most recent episode mixed with catatonic features (disorder)"
"643",73491007,"Psychogenic impotence (disorder)"
"644",73663008,"Disorder of central nervous system due to xeroderma pigmentosum (disorder)"
"645",73867007,"Severe major depression with psychotic features (disorder)"
"646",73972002,"Postpartum neurosis (disorder)"
"647",74007000,"Sexual arousal disorder (disorder)"
"648",74010007,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission (disorder)"
"649",74142004,"Feeding disorder of infancy OR early childhood (disorder)"
"650",74266001,"Mood disorder in partial remission (disorder)"
"651",74286002,"Transmissible mink encephalopathy (disorder)"
"652",74686005,"Mild depressed bipolar I disorder (disorder)"
"653",74732009,"Mental disorder (disorder)"
"654",74791000,"Pedophilia, limited to incest (disorder)"
"655",74803002,"Taijin kyofusho (disorder)"
"656",74837005,"Poisoning by analeptic (disorder)"
"657",74850006,"Conduct disorder, solitary aggressive type (disorder)"
"658",74851005,"Harmful pattern of use of hallucinogen (disorder)"
"659",74934004,"Psychoactive substance withdrawal syndrome (disorder)"
"660",75084000,"Severe major depression without psychotic features (disorder)"
"661",75122001,"Inhalant-induced psychotic disorder with delusions (disorder)"
"662",75186000,"Secondary transvestism (disorder)"
"663",75360000,"Bipolar I disorder, single manic episode, in remission (disorder)"
"664",75499007,"Non-organic secondary enuresis (finding)"
"665",75544000,"Opioid dependence (disorder)"
"666",75605002,"Sangue dormido (disorder)"
"667",75752004,"Bipolar I disorder, most recent episode depressed with melancholic features (disorder)"
"668",75837004,"Mood disorder with depressive features due to general medical condition (disorder)"
"669",76105009,"Cyclothymia (disorder)"
"670",76129002,"Ganser syndrome (disorder)"
"671",76236006,"Atypical tic disorder (disorder)"
"672",76399004,"Mal de ojo (disorder)"
"673",76441001,"Severe major depression, single episode, without psychotic features (disorder)"
"674",76566000,"Subchronic residual schizophrenia (disorder)"
"675",76812003,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission (disorder)"
"676",76868007,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks (disorder)"
